case_id,fraud_class,is_fraud,transaction_amount,transaction_hour,account_age_days,transactions_last_24h,transactions_last_7d,transactions_last_1h,average_transaction_amount,amount_deviation_ratio,beneficiary_age_days,beneficiary_transaction_count,failed_otp_attempts,failed_login_attempts,device_age_days,geo_distance_from_usual_location_km,previous_fraud_reports,previous_chargebacks,account_risk_score,device_risk_score,ip_risk_score,velocity_score,beneficiary_risk_score,new_device,new_beneficiary,unusual_location,otp_requested,otp_shared,kyc_recently_changed,password_recently_changed,multiple_failed_logins,suspicious_link_clicked,remote_access_detected,transaction_channel,device_type,authentication_method,beneficiary_type,payment_method,geographic_region,account_type,incident_narrative,split
BENCH_01972,PHISHING,True,6702.87,18,1167,4,16,5,1063.62,6.3,0,0,4,1,35,116.3,0,0,0.56,0.76,0.93,0.72,0.8,True,True,True,True,True,False,False,False,True,False,PAYMENT_GATEWAY,ANDROID_MOBILE,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,WEST_INDIA,DIGITAL_WALLET,SMS claiming my pan card was not linked with bank account provided a portal link where I submitted personal banking details.,train
BENCH_01458,UPI_FRAUD,True,86370.25,20,717,2,22,2,43838.11,1.97,8,1,0,0,148,25.8,0,0,0.43,0.1,0.33,0.47,0.77,False,True,False,False,False,False,False,False,True,False,UPI_APP,WINDOWS_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_COLLECT,WEST_INDIA,SALARY,Tried claiming cashback banner on a third-party coupon site which opened UPI app with pre-filled debit collect request.,train
BENCH_02389,INVESTMENT_FRAUD,True,528236.67,13,1552,7,17,3,197537.41,2.67,2,2,0,0,683,14.6,0,0,0.38,0.22,0.6,0.84,0.67,False,True,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,NEFT,NORTH_INDIA,SALARY,Friend recommended high return automated trading bot requiring deposits into escrow UPI handle.,train
BENCH_02357,IMPERSONATION,True,124997.78,15,706,4,8,1,25590.5,4.88,0,0,0,0,1128,16.7,0,0,0.74,0.22,0.41,0.84,0.74,False,True,False,True,False,False,False,False,False,False,UPI_APP,MAC_DESKTOP,BIOMETRIC_FINGERPRINT,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,SAVINGS,Received message from my manager's photo profile on WhatsApp requesting urgent gift voucher transfers for client meeting.,train
BENCH_01485,UPI_FRAUD,True,1590.71,17,308,8,16,2,531.04,3.0,13,0,0,0,280,21.0,0,0,0.49,0.25,0.49,0.67,0.96,False,True,False,False,False,False,False,False,False,False,UPI_APP,WINDOWS_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,WEST_INDIA,SAVINGS,Contacted fake helpline found on social media for utility bill delay; executive sent a collect request stating it is verification.,train
BENCH_01702,UPI_FRAUD,True,29577.92,18,861,6,18,1,17200.72,1.72,5,0,0,0,135,12.0,0,0,0.25,0.31,0.35,0.46,0.76,False,True,False,False,False,False,False,False,False,False,UPI_APP,TABLET,MPIN,UNKNOWN_THIRD_PARTY,UPI_COLLECT,WEST_INDIA,DIGITAL_WALLET,Received a request claiming to be from a prospective buyer on an online marketplace asking me to approve a collect request to receive advance payment.,train
BENCH_02233,IMPERSONATION,True,547248.24,10,570,4,12,3,123066.53,4.45,1,0,0,0,319,5.3,0,0,0.67,0.12,0.26,0.74,0.93,False,True,False,True,True,False,False,False,False,False,MOBILE_BANKING,WINDOWS_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,RTGS,EAST_INDIA,SAVINGS,Individual claiming to be income tax commissioner called demanding immediate penalty settlement to avoid bank account freeze.,train
BENCH_01277,LEGITIMATE,False,37829.64,11,359,7,28,2,29865.83,1.27,288,38,0,0,978,9.5,0,0,0.19,0.12,0.04,0.12,0.15,False,False,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,BIOMETRIC_FINGERPRINT,UTILITY_BILLER,UPI_INTENT,EAST_INDIA,SAVINGS,Monthly grocery payment made at supermarket POS terminal. Balance was deducted but merchant terminal timed out.,train
BENCH_02724,ACCOUNT_TAKEOVER,True,647665.93,6,2163,19,41,6,112512.6,5.76,0,0,6,3,1,561.1,0,0,0.94,0.85,0.82,0.85,0.85,True,True,True,True,True,False,True,True,True,False,MOBILE_BANKING,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,RTGS,WEST_INDIA,SAVINGS,Suddenly lost cellular mobile network connectivity; discovered later an unauthorized duplicate e-SIM swap had been executed.,train
BENCH_01679,UPI_FRAUD,True,2424.17,10,1036,9,19,1,1164.29,2.08,2,0,0,0,426,7.4,0,0,0.22,0.31,0.42,0.51,0.88,False,True,False,False,False,False,False,False,False,False,UPI_APP,WINDOWS_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,SOUTH_INDIA,CURRENT,A buyer on classifieds app insisted on paying via dynamic QR code and instructed me to enter my UPI MPIN to claim funds.,train
BENCH_02190,IMPERSONATION,True,478786.39,15,2721,4,18,1,120330.03,3.98,0,0,0,0,673,2.6,0,0,0.17,0.14,0.14,0.17,0.1,False,False,False,True,False,False,False,False,False,False,MOBILE_BANKING,TABLET,MPIN,MERCHANT_P2M,IMPS,NORTH_INDIA,SAVINGS,Routine utility transfer debited but service provider has not updated bill.,train
BENCH_01988,PHISHING,True,59908.19,11,1092,11,16,2,15147.1,3.96,0,0,4,3,57,448.3,0,0,0.78,0.61,0.86,0.79,0.81,False,True,False,True,True,True,True,True,True,False,UPI_APP,IOS_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,WEST_INDIA,DIGITAL_WALLET,Received an alert about suspicious login attempt on net banking with a link to verify identity; entered card numbers and pin.,train
BENCH_01622,UPI_FRAUD,True,52121.53,10,644,6,22,1,21570.83,2.42,12,0,0,0,30,17.1,0,0,0.32,0.18,0.44,0.54,0.87,False,True,False,False,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,CENTRAL_INDIA,SALARY,Tried claiming cashback banner on a third-party coupon site which opened UPI app with pre-filled debit collect request.,train
BENCH_01993,PHISHING,True,77245.8,15,858,6,17,4,32688.06,2.36,3,0,1,2,20,193.1,0,0,0.79,0.78,0.6,0.84,0.89,True,True,False,True,True,False,True,True,True,True,NET_BANKING,TABLET,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,DIGITAL_WALLET,SMS claiming my pan card was not linked with bank account provided a portal link where I submitted personal banking details.,train
BENCH_02626,ACCOUNT_TAKEOVER,True,710867.16,22,2416,10,21,3,76602.82,9.28,0,0,4,3,3,797.1,0,0,0.88,0.85,0.81,0.83,0.82,True,True,True,True,True,True,True,True,True,True,NET_BANKING,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,EAST_INDIA,SALARY,Found secondary authentication device added to my digital wallet without authorization after visiting unverified website.,train
BENCH_01420,UPI_FRAUD,True,49374.85,19,1365,10,26,4,15432.94,3.2,2,0,0,0,652,8.4,0,0,0.36,0.21,0.49,0.59,0.92,False,True,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,MPIN,NEW_UNVERIFIED_VPA,UPI_COLLECT,INTERNATIONAL_IP,CURRENT,Someone posing as a restaurant refund agent sent a collect link on my messaging app saying money will be returned.,train
BENCH_02964,WRONG_TRANSFER,False,14388.78,16,1946,5,13,1,16695.27,0.86,0,0,0,0,78,7.7,0,0,0.12,0.14,0.18,0.26,0.13,False,False,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,BIOMETRIC_FINGERPRINT,NEW_UNVERIFIED_VPA,UPI_INTENT,NORTH_INDIA,SAVINGS,Transferred tuition fee to another student's virtual payment address due to typo in student ID roll number.,train
BENCH_01924,PHISHING,True,169132.5,12,857,3,9,4,37740.38,4.48,4,0,2,2,41,193.8,0,0,0.71,0.54,0.76,0.91,0.96,False,True,False,True,True,False,False,True,True,False,PAYMENT_GATEWAY,IOS_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,WEST_INDIA,SALARY,Clicked on a sponsored search ad claiming to be customer service portal for credit card point redemption.,train
BENCH_02885,WRONG_TRANSFER,False,5882.87,16,873,4,21,2,5810.68,1.01,329,0,0,0,810,1.5,0,0,0.2,0.16,0.13,0.11,0.21,False,True,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,SMS_OTP,INDIVIDUAL_P2P,UPI_INTENT,WEST_INDIA,DIGITAL_WALLET,Sent funds to previous landlord's old UPI ID instead of current landlord by mistake from transaction history.,train
BENCH_01035,LEGITIMATE,False,11620.16,15,1713,8,14,0,15890.74,0.73,117,8,0,0,823,12.2,0,0,0.04,0.06,0.12,0.24,0.13,False,False,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,MPIN,UTILITY_BILLER,NEFT,INTERNATIONAL_IP,DIGITAL_WALLET,Monthly grocery payment made at supermarket POS terminal. Balance was deducted but merchant terminal timed out.,train
BENCH_01779,PHISHING,True,10756.74,11,294,11,23,2,3683.84,2.92,3,0,2,2,32,442.0,0,0,0.59,0.56,0.68,0.81,0.92,False,True,True,True,True,False,False,True,True,False,UPI_APP,MAC_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,NEFT,CENTRAL_INDIA,SAVINGS,Clicked a notification link warning my SIM card will be deactivated within 24 hours due to pending identity verification.,train
BENCH_02992,WRONG_TRANSFER,False,18620.76,15,1742,4,8,1,23218.27,0.8,372,1,0,0,861,9.1,0,0,0.05,0.19,0.19,0.26,0.15,False,False,False,True,False,False,False,False,False,False,NET_BANKING,ANDROID_MOBILE,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,SOUTH_INDIA,SAVINGS,Entered wrong bank IFSC code and account number while doing an IMPS transfer for medical equipment.,train
BENCH_01431,UPI_FRAUD,True,97280.29,8,987,8,13,3,38762.14,2.51,10,0,0,0,458,14.7,0,0,0.07,0.07,0.12,0.14,0.09,False,False,False,False,False,False,False,False,False,False,MOBILE_BANKING,WINDOWS_DESKTOP,MPIN,MERCHANT_P2M,IMPS,EAST_INDIA,SAVINGS,Routine utility transfer debited but service provider has not updated bill.,train
BENCH_02589,INVESTMENT_FRAUD,True,231388.56,23,1793,5,23,3,39838.83,5.81,14,2,0,0,764,30.7,0,0,0.65,0.17,0.63,0.68,0.9,False,True,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,SOUTH_INDIA,SALARY,Saw social media influencer advertisement about high-yield pre-IPO stock allotment group. Transferred initial margin money.,train
BENCH_02665,ACCOUNT_TAKEOVER,True,362422.85,23,1745,7,32,6,77890.8,4.65,0,0,3,2,1,237.6,0,0,0.9,0.94,0.89,0.98,0.95,True,True,True,True,False,False,True,True,True,True,MOBILE_BANKING,WINDOWS_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,NORTH_INDIA,SAVINGS,Noticed strange login notification from an IP in another state followed by multiple unauthorized IMPS transfers.,train
BENCH_01845,PHISHING,True,41383.31,14,1675,8,26,5,17496.84,2.37,5,0,2,2,22,153.7,1,0,0.72,0.77,0.81,0.89,0.94,False,True,False,True,True,False,False,True,True,False,NET_BANKING,ANDROID_MOBILE,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,INTERNATIONAL_IP,CURRENT,Opened an email warning my tax refund was pending. Entered my net banking credentials and OTP on the portal.,train
BENCH_02788,ACCOUNT_TAKEOVER,True,191354.02,0,1316,12,34,4,27230.77,7.03,0,0,4,6,1,270.1,0,1,0.79,0.98,0.98,0.92,0.88,True,True,True,True,True,False,True,True,False,True,NET_BANKING,MAC_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,RTGS,NORTH_INDIA,DIGITAL_WALLET,Email account was compromised and password reset emails for banking apps were triggered during midnight hours.,train
BENCH_01150,LEGITIMATE,False,17574.43,8,1175,3,33,1,23976.07,0.73,44,24,0,0,981,7.1,0,0,0.16,0.09,0.12,0.3,0.11,False,False,False,True,False,False,False,False,False,False,UPI_APP,WINDOWS_DESKTOP,MPIN,UTILITY_BILLER,UPI_INTENT,WEST_INDIA,SALARY,"Transferred funds for monthly home rent to landlord as usual, but the status shows pending on my screen.",train
BENCH_01239,LEGITIMATE,False,39284.63,12,2338,7,33,0,54368.8,0.72,151,12,0,0,448,3.0,0,0,0.06,0.02,0.11,0.1,0.08,False,False,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,MPIN,INDIVIDUAL_P2P,UPI_INTENT,CENTRAL_INDIA,DIGITAL_WALLET,Routine medical insurance premium payment made online; bank notification received immediately.,train
BENCH_01857,PHISHING,True,32849.31,18,1068,6,12,2,12264.91,2.68,1,0,1,3,21,86.5,0,0,0.09,0.05,0.09,0.06,0.09,False,False,False,True,False,False,False,True,False,False,MOBILE_BANKING,ANDROID_MOBILE,PASSWORD_OTP,MERCHANT_P2M,IMPS,NORTH_INDIA,DIGITAL_WALLET,Routine utility transfer debited but service provider has not updated bill.,train
BENCH_02100,IMPERSONATION,True,41362.37,14,1384,4,18,2,5492.51,7.53,1,0,0,0,838,20.5,0,0,0.57,0.14,0.36,0.84,0.78,False,True,False,True,False,False,False,False,False,True,UPI_APP,ANDROID_MOBILE,BIOMETRIC_FINGERPRINT,NEW_UNVERIFIED_VPA,IMPS,CENTRAL_INDIA,SALARY,Caller stated they were from credit card department offering zero interest rate conversion; asked to verify identity details.,train
BENCH_01616,UPI_FRAUD,True,58042.83,22,513,10,34,4,32086.4,1.81,10,0,0,0,249,24.6,0,0,0.51,0.34,0.47,0.61,0.92,False,True,False,False,False,False,False,False,True,False,UPI_APP,MAC_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,CENTRAL_INDIA,SALARY,"Scanned a QR code received over chat believing it was to receive cash prize reward, but ₹58,042.83 was deducted instantly.",train
BENCH_01646,UPI_FRAUD,True,31204.35,15,1064,2,8,1,13791.26,2.26,7,0,0,0,169,10.7,0,0,0.42,0.12,0.43,0.36,0.83,False,True,False,True,False,False,False,False,True,False,UPI_APP,MAC_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,UPI_COLLECT,CENTRAL_INDIA,SAVINGS,A buyer on classifieds app insisted on paying via dynamic QR code and instructed me to enter my UPI MPIN to claim funds.,train
BENCH_02669,ACCOUNT_TAKEOVER,True,72601.93,4,1904,20,44,5,11246.19,6.46,0,0,4,2,0,1055.5,0,0,0.91,0.87,0.99,0.81,0.8,True,True,True,True,True,False,True,True,False,False,MOBILE_BANKING,TABLET,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,WEST_INDIA,DIGITAL_WALLET,Found secondary authentication device added to my digital wallet without authorization after visiting unverified website.,train
BENCH_01281,LEGITIMATE,False,12599.91,19,264,1,29,2,9790.44,1.29,74,11,0,0,352,14.1,0,0,0.12,0.12,0.15,0.07,0.03,False,False,True,True,False,False,False,False,False,False,POS,IOS_MOBILE,MPIN,INDIVIDUAL_P2P,NEFT,NORTH_INDIA,SALARY,Sent money to college fee portal via net banking. Awaiting confirmation receipt from the university finance desk.,train
BENCH_02521,INVESTMENT_FRAUD,True,53575.92,18,1842,7,14,3,26172.18,2.05,3,2,0,0,759,29.6,0,0,0.57,0.41,0.63,0.7,0.68,False,True,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,MPIN,NEW_UNVERIFIED_VPA,IMPS,INTERNATIONAL_IP,CURRENT,Investment advisor in VIP trading group recommended exclusive institutional equity allocation requiring transfer to partner accounts.,train
BENCH_01154,LEGITIMATE,False,2826.06,11,2237,8,34,2,3652.11,0.77,412,14,0,0,341,2.5,0,0,0.19,0.04,0.12,0.1,0.04,False,False,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,MPIN,UTILITY_BILLER,DEBIT_CARD,EAST_INDIA,DIGITAL_WALLET,Tried paying for flight ticket booking during promotion. Amount debited but airline PNR not generated yet.,train
BENCH_01773,PHISHING,True,50503.82,15,504,6,13,2,16744.99,3.02,5,0,4,2,40,437.4,0,0,0.11,0.12,0.09,0.12,0.15,False,False,False,True,False,False,False,True,False,False,MOBILE_BANKING,WINDOWS_DESKTOP,SMS_OTP,MERCHANT_P2M,IMPS,SOUTH_INDIA,CURRENT,Sent usual monthly maintenance fund through regular banking application.,train
BENCH_01518,UPI_FRAUD,True,96049.78,9,1262,7,15,4,52066.11,1.84,1,1,0,0,196,28.7,0,0,0.47,0.26,0.25,0.67,0.96,False,True,False,False,False,False,False,False,True,False,UPI_APP,MAC_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_COLLECT,SOUTH_INDIA,CURRENT,"Scanned a QR code received over chat believing it was to receive cash prize reward, but ₹96,049.78 was deducted instantly.",train
BENCH_02106,IMPERSONATION,True,441798.78,15,2852,4,17,3,75462.69,5.85,0,0,0,0,444,11.5,0,0,0.52,0.32,0.46,0.55,0.88,False,True,False,True,True,False,False,False,True,False,UPI_APP,ANDROID_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,RTGS,WEST_INDIA,CURRENT,Person claiming to be bank fraud prevention executive called saying unauthorized debit occurred and asked to confirm security code.,train
BENCH_02708,ACCOUNT_TAKEOVER,True,124893.93,0,1457,17,42,7,16824.97,7.42,0,0,5,5,0,954.1,0,0,0.85,0.79,0.97,0.93,0.87,True,True,True,True,False,False,True,True,True,True,MOBILE_BANKING,ANDROID_MOBILE,SMS_OTP,UNKNOWN_THIRD_PARTY,RTGS,WEST_INDIA,CURRENT,Attacked by malware that intercepted SMS notifications and initiated transfers from my mobile banking app.,train
BENCH_01760,UPI_FRAUD,True,2008.08,9,729,3,18,1,567.19,3.54,1,1,0,0,264,13.6,0,0,0.37,0.24,0.36,0.38,0.87,False,True,False,True,False,False,False,False,False,False,UPI_APP,WINDOWS_DESKTOP,MPIN,UNKNOWN_THIRD_PARTY,UPI_INTENT,EAST_INDIA,SAVINGS,"Scanned a QR code received over chat believing it was to receive cash prize reward, but ₹2,008.08 was deducted instantly.",train
BENCH_01848,PHISHING,True,85209.39,20,1967,6,14,5,14003.75,6.08,2,0,3,2,30,218.5,0,0,0.66,0.52,0.81,0.89,0.97,False,True,False,True,True,True,False,True,True,False,UPI_APP,WINDOWS_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,NEFT,CENTRAL_INDIA,SALARY,SMS claiming my pan card was not linked with bank account provided a portal link where I submitted personal banking details.,train
BENCH_01246,LEGITIMATE,False,28734.84,12,571,1,12,0,28030.43,1.03,310,43,0,0,196,10.5,0,0,0.12,0.15,0.02,0.08,0.12,False,False,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,MPIN,MERCHANT_P2M,IMPS,NORTH_INDIA,SAVINGS,"Transferred funds for monthly home rent to landlord as usual, but the status shows pending on my screen.",train
BENCH_01232,LEGITIMATE,False,566.39,10,2075,4,22,0,543.36,1.04,256,4,0,0,792,3.0,0,0,0.2,0.15,0.02,0.17,0.11,False,False,False,True,False,False,False,False,False,False,POS,ANDROID_MOBILE,BIOMETRIC_FINGERPRINT,INDIVIDUAL_P2P,IMPS,SOUTH_INDIA,DIGITAL_WALLET,Scheduled bill payment for electricity and broadband utilities deducted successfully from salary account.,train
BENCH_02423,INVESTMENT_FRAUD,True,978991.79,13,574,3,18,3,245271.68,3.99,8,3,0,0,222,28.3,0,0,0.4,0.18,0.65,0.71,0.93,False,True,False,True,False,False,False,False,True,False,UPI_APP,MAC_DESKTOP,MPIN,NEW_UNVERIFIED_VPA,IMPS,WEST_INDIA,SALARY,Investment advisor in VIP trading group recommended exclusive institutional equity allocation requiring transfer to partner accounts.,train
BENCH_02939,WRONG_TRANSFER,False,23621.48,17,809,2,8,1,14974.34,1.58,0,1,0,0,536,5.0,0,0,0.24,0.11,0.04,0.16,0.09,False,True,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,MPIN,INDIVIDUAL_P2P,UPI_INTENT,EAST_INDIA,SAVINGS,Sent funds to previous landlord's old UPI ID instead of current landlord by mistake from transaction history.,train
BENCH_02399,INVESTMENT_FRAUD,True,81980.53,12,1216,6,12,1,17585.55,4.66,12,1,0,0,770,27.5,0,0,0.59,0.39,0.38,0.79,0.76,False,True,False,True,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,NEFT,WEST_INDIA,SALARY,Offered a part-time remote job involving rating hotels and liking videos; required to deposit increasing funds to unlock commissions.,train
BENCH_02304,IMPERSONATION,True,400876.07,14,2130,4,12,3,98609.22,4.07,0,0,0,0,902,23.7,0,0,0.47,0.12,0.58,0.53,0.85,False,True,False,True,False,False,False,False,False,False,MOBILE_BANKING,TABLET,MPIN,NEW_UNVERIFIED_VPA,RTGS,NORTH_INDIA,SAVINGS,Received message from my manager's photo profile on WhatsApp requesting urgent gift voucher transfers for client meeting.,train
BENCH_02493,INVESTMENT_FRAUD,True,69311.28,19,1794,4,14,3,11068.62,6.26,2,1,0,0,529,1.2,0,0,0.47,0.19,0.5,0.83,0.88,False,True,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,SMS_OTP,NEW_UNVERIFIED_VPA,UPI_INTENT,CENTRAL_INDIA,SALARY,Promised daily guaranteed 5% return on custom trading terminal app provided via direct APK file download.,train
BENCH_01807,PHISHING,True,19125.54,12,1697,5,10,2,5264.21,3.63,1,0,2,3,41,204.5,1,0,0.12,0.07,0.13,0.09,0.12,False,False,False,True,False,False,False,True,False,False,MOBILE_BANKING,MAC_DESKTOP,SMS_OTP,MERCHANT_P2M,IMPS,EAST_INDIA,CURRENT,Routine utility transfer debited but service provider has not updated bill.,train
BENCH_02337,IMPERSONATION,True,155029.73,13,2156,5,14,3,22109.55,7.01,0,0,0,0,260,21.1,0,0,0.52,0.15,0.26,0.79,0.94,False,True,False,True,False,False,False,False,True,False,UPI_APP,ANDROID_MOBILE,MPIN,UNKNOWN_THIRD_PARTY,NEFT,NORTH_INDIA,DIGITAL_WALLET,Person claiming to be bank fraud prevention executive called saying unauthorized debit occurred and asked to confirm security code.,train
BENCH_01547,UPI_FRAUD,True,41966.26,19,115,2,9,4,19389.33,2.16,3,0,0,0,291,10.5,0,0,0.28,0.28,0.35,0.4,0.87,False,True,True,False,False,False,False,False,False,False,UPI_APP,ANDROID_MOBILE,MPIN,NEW_UNVERIFIED_VPA,UPI_INTENT,NORTH_INDIA,SAVINGS,Got an urgent call from someone claiming payment failed for a courier package; was told to approve ₹5 token collect request which took full balance.,train
BENCH_02638,ACCOUNT_TAKEOVER,True,36649.67,22,1064,16,45,6,7243.96,5.06,0,0,4,3,2,453.4,0,1,0.88,0.85,0.93,0.84,0.96,True,True,True,True,True,True,True,True,False,False,MOBILE_BANKING,ANDROID_MOBILE,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,IMPS,SOUTH_INDIA,DIGITAL_WALLET,Suddenly lost cellular mobile network connectivity; discovered later an unauthorized duplicate e-SIM swap had been executed.,train
BENCH_02370,INVESTMENT_FRAUD,True,237818.49,11,2150,6,15,1,101376.63,2.35,1,1,0,0,508,32.4,0,0,0.71,0.22,0.64,0.6,0.94,False,True,False,True,False,False,False,False,True,False,NET_BANKING,IOS_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,UPI_INTENT,INTERNATIONAL_IP,CURRENT,Saw social media influencer advertisement about high-yield pre-IPO stock allotment group. Transferred initial margin money.,train
BENCH_01120,LEGITIMATE,False,1834.64,15,2465,4,16,1,1374.71,1.33,427,31,0,0,94,5.9,0,0,0.15,0.02,0.15,0.14,0.08,False,True,False,True,False,False,False,False,False,False,NET_BANKING,MAC_DESKTOP,SMS_OTP,MERCHANT_P2M,UPI_INTENT,EAST_INDIA,SAVINGS,Tried paying for flight ticket booking during promotion. Amount debited but airline PNR not generated yet.,train
BENCH_02446,INVESTMENT_FRAUD,True,61391.86,21,2192,5,11,3,19505.46,3.15,7,1,0,0,516,14.5,0,0,0.15,0.09,0.08,0.19,0.1,False,False,False,True,False,False,False,False,False,False,MOBILE_BANKING,MAC_DESKTOP,MPIN,MERCHANT_P2M,IMPS,SOUTH_INDIA,SAVINGS,Routine utility transfer debited but service provider has not updated bill.,train
BENCH_01130,LEGITIMATE,False,26125.05,8,1754,7,30,2,35307.47,0.74,563,21,0,0,418,9.6,0,0,0.07,0.01,0.11,0.18,0.04,False,False,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,SMS_OTP,INDIVIDUAL_P2P,NEFT,NORTH_INDIA,SALARY,"Transferred funds for monthly home rent to landlord as usual, but the status shows pending on my screen.",train
BENCH_01494,UPI_FRAUD,True,6821.35,15,548,10,28,4,1366.94,4.99,14,1,0,0,94,30.0,1,0,0.23,0.15,0.38,0.64,0.93,False,True,False,True,False,False,False,False,True,False,UPI_APP,TABLET,MPIN,NEW_UNVERIFIED_VPA,UPI_COLLECT,NORTH_INDIA,SALARY,Someone posing as a restaurant refund agent sent a collect link on my messaging app saying money will be returned.,train
BENCH_01942,PHISHING,True,74419.47,10,1636,6,26,3,13771.29,5.4,3,0,1,3,59,419.5,0,0,0.72,0.71,0.78,0.71,0.95,False,True,False,True,True,False,True,True,True,False,UPI_APP,TABLET,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,CENTRAL_INDIA,DIGITAL_WALLET,Received an alert about suspicious login attempt on net banking with a link to verify identity; entered card numbers and pin.,train
BENCH_02385,INVESTMENT_FRAUD,True,507436.49,18,180,7,27,1,245004.92,2.07,11,2,0,0,252,20.5,0,0,0.61,0.18,0.6,0.72,0.91,False,True,False,True,False,False,False,False,False,False,UPI_APP,IOS_MOBILE,SMS_OTP,NEW_UNVERIFIED_VPA,IMPS,EAST_INDIA,DIGITAL_WALLET,Added to a private messaging investment channel promising 200% returns in 7 days through algorithmic crypto arbitrage trading.,train
BENCH_02464,INVESTMENT_FRAUD,True,33869.31,13,826,3,15,1,15030.97,2.25,1,2,0,0,726,28.7,0,0,0.69,0.15,0.31,0.88,0.79,False,True,False,True,False,False,False,False,False,False,NET_BANKING,TABLET,SMS_OTP,NEW_UNVERIFIED_VPA,NEFT,EAST_INDIA,SALARY,Joined forex trading pool after viewing profit screenshots. Platform showed huge balance but blocked withdrawals demanding tax fees.,train
BENCH_01794,PHISHING,True,62636.9,19,1300,11,21,5,16555.41,3.78,3,0,1,3,14,183.9,0,0,0.76,0.51,0.94,0.89,0.82,False,True,True,True,True,False,False,True,True,False,UPI_APP,WINDOWS_DESKTOP,SMS_OTP,UNKNOWN_THIRD_PARTY,IMPS,CENTRAL_INDIA,SALARY,Clicked a notification link warning my SIM card will be deactivated within 24 hours due to pending identity verification.,train
BENCH_01820,PHISHING,True,23996.41,13,807,8,17,3,3833.33,6.26,5,0,4,2,15,311.0,1,0,0.87,0.7,0.61,0.76,0.95,True,True,False,True,True,True,True,True,True,False,NET_BANKING,WINDOWS_DESKTOP,PASSWORD_OTP,UNKNOWN_THIRD_PARTY,UPI_INTENT,CENTRAL_INDIA,CURRENT,Clicked a notification link warning my SIM card will be deactivated within 24 hours due to pending identity verification.,train
BENCH_02547,INVESTMENT_FRAUD,True,246666.87,9,656,8,27,1,45226.97,5.45,6,2,0,0,645,23.2,0,0,0.42,0.17,0.36,0.87,0.75,False,True,False,True,False,False,False,False,False,False,NET_BANKING,TABLET,SMS_OTP,UNKNOWN_THIRD_PARTY,NEFT,CENTRAL_INDIA,CURRENT,Investment advisor in VIP trading group recommended exclusive institutional equity allocation requiring transfer to partner accounts.,train
